make,doors,engine_size,power_hp,gears,cylinders,first_registration,body_type
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1997.0,204.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1971.0,105.0,4.0,4.0,1972,Convertible
Peugeot,2.0,1608.0,86.0,5.0,4.0,1962,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1587.0,109.0,,,2002,Convertible
Peugeot,2.0,1997.0,163.0,6.0,4.0,2014,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1905.0,147.0,5.0,4.0,1987,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,179.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2015,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2006,Convertible
Peugeot,2.0,1997.0,163.0,6.0,4.0,2012,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2005,Convertible
Peugeot,2.0,,120.0,,,2010,Convertible
Peugeot,2.0,1997.0,136.0,,,2002,Convertible
Peugeot,2.0,1997.0,140.0,6.0,4.0,2009,Convertible
Peugeot,2.0,1997.0,140.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1598.0,150.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,,,,,,2007,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2001,Convertible
Peugeot,2.0,1560.0,114.0,,4.0,2013,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,177.0,,,2004,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2002,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,163.0,6.0,4.0,2013,Convertible
Peugeot,3.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2008,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,,,2003,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1560.0,114.0,6.0,4.0,2013,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1580.0,114.0,5.0,4.0,1988,Convertible
Peugeot,2.0,,117.0,,,1987,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,140.0,6.0,,2010,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2004,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1997.0,140.0,,,2011,Convertible
Peugeot,,,122.0,,,2005,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1560.0,114.0,,,2011,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1997.0,163.0,,,2012,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2008,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1997.0,140.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2013,Convertible
Peugeot,2.0,1598.0,156.0,,4.0,2010,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2003,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2007,Convertible
Peugeot,2.0,1997.0,177.0,,,2004,Convertible
Peugeot,2.0,1997.0,137.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2001,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2002,Convertible
Peugeot,2.0,1598.0,156.0,,,2011,Convertible
Peugeot,2.0,1997.0,177.0,,4.0,2004,Convertible
Peugeot,2.0,1997.0,140.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1598.0,150.0,5.0,4.0,2010,Convertible
Peugeot,2.0,1997.0,140.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1598.0,120.0,,4.0,2008,Convertible
Peugeot,2.0,1598.0,200.0,,,2012,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1560.0,114.0,6.0,4.0,2013,Convertible
Peugeot,2.0,1598.0,156.0,,,2010,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2002,Convertible
Peugeot,,2000.0,109.0,4.0,4.0,1971,Convertible
Peugeot,2.0,1587.0,110.0,4.0,4.0,2003,Convertible
Peugeot,2.0,1997.0,163.0,,,2011,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1560.0,109.0,,,2009,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2003,Convertible
Peugeot,,1199.0,75.0,,,2022,Convertible
Peugeot,2.0,1587.0,109.0,,,2005,Convertible
Peugeot,2.0,1997.0,140.0,,,2006,Convertible
Peugeot,2.0,1580.0,116.0,5.0,4.0,1989,Convertible
Peugeot,2.0,1598.0,156.0,,,2013,Convertible
Peugeot,2.0,1598.0,120.0,,,2009,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,140.0,5.0,4.0,2005,Convertible
Peugeot,2.0,,,5.0,4.0,1996,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,,,2004,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2007,Convertible
Peugeot,2.0,1587.0,109.0,,,2005,Convertible
Peugeot,2.0,1997.0,166.0,,,2012,Convertible
Peugeot,2.0,1998.0,121.0,5.0,4.0,1997,Convertible
Peugeot,2.0,1598.0,156.0,,,2011,Convertible
Peugeot,2.0,1997.0,140.0,,,2011,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2005,Convertible
Peugeot,2.0,,109.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2002,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2002,Convertible
Peugeot,2.0,,120.0,5.0,4.0,2013,Convertible
Peugeot,2.0,1580.0,103.0,5.0,4.0,1989,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1997.0,177.0,,,2004,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1998.0,121.0,5.0,4.0,1995,Convertible
Peugeot,2.0,1598.0,120.0,,,2007,Convertible
Peugeot,2.0,1998.0,132.0,,,2000,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2002,Convertible
Peugeot,2.0,1598.0,200.0,,,2012,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1598.0,150.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2014,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2012,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1997.0,177.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1598.0,120.0,,,2007,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1998.0,132.0,5.0,4.0,1997,Convertible
Peugeot,2.0,1997.0,140.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2014,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,136.0,,,2002,Convertible
Peugeot,2.0,1598.0,120.0,,,2010,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,,,2003,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2002,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2003,Convertible
Peugeot,2.0,1997.0,163.0,,,2011,Convertible
Peugeot,2.0,1997.0,136.0,,,2002,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1598.0,150.0,,,2007,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2001,Convertible
Peugeot,2.0,1587.0,110.0,,4.0,2002,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2002,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2007,Convertible
Peugeot,5.0,,129.0,6.0,,2021,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1400.0,75.0,5.0,4.0,1989,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2004,Convertible
Peugeot,2.0,1598.0,120.0,4.0,4.0,2008,Convertible
Peugeot,2.0,1997.0,140.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1997.0,163.0,,,2011,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2009,Convertible
Peugeot,2.0,1587.0,109.0,,,2002,Convertible
Peugeot,2.0,1560.0,109.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1598.0,156.0,,,2010,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2008,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2012,Convertible
Peugeot,2.0,1587.0,109.0,,,2003,Convertible
Peugeot,2.0,1560.0,114.0,6.0,4.0,2014,Convertible
Peugeot,2.0,1997.0,136.0,,,2003,Convertible
Peugeot,,,,,,2009,Convertible
Peugeot,2.0,1587.0,109.0,,,2004,Convertible
Peugeot,2.0,1598.0,156.0,,,2011,Convertible
Peugeot,2.0,1618.0,88.0,4.0,4.0,1968,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2004,Convertible
Peugeot,2.0,1560.0,109.0,,4.0,2007,Convertible
Peugeot,2.0,1997.0,136.0,4.0,4.0,2001,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2011,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1997.0,136.0,,,2004,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2002,Convertible
Peugeot,2.0,1598.0,120.0,5.0,4.0,2010,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2011,Convertible
Peugeot,2.0,1598.0,120.0,,,2008,Convertible
Peugeot,2.0,1598.0,150.0,,4.0,2009,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2003,Convertible
Peugeot,2.0,1598.0,156.0,,,2011,Convertible
Peugeot,2.0,1587.0,109.0,,4.0,2002,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2012,Convertible
Peugeot,2.0,1598.0,150.0,5.0,4.0,2007,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2002,Convertible
Peugeot,2.0,1761.0,101.0,5.0,4.0,1995,Convertible
Peugeot,2.0,1997.0,177.0,,4.0,2006,Convertible
Peugeot,2.0,1587.0,88.0,,4.0,1999,Convertible
Peugeot,5.0,2000.0,140.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1596.0,110.0,6.0,4.0,2008,Convertible
Peugeot,2.0,1761.0,110.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2001,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1587.0,109.0,,,2004,Convertible
Peugeot,2.0,1999.0,136.0,6.0,4.0,2007,Convertible
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2003,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2005,Convertible
Peugeot,2.0,1997.0,136.0,5.0,4.0,2004,Convertible
Peugeot,2.0,1997.0,136.0,,,2005,Convertible
Peugeot,3.0,1905.0,102.0,5.0,4.0,1990,Convertible
Peugeot,2.0,1598.0,150.0,,,2011,Convertible
Peugeot,2.0,1997.0,136.0,6.0,4.0,2010,Convertible
Peugeot,2.0,1598.0,156.0,,,2013,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2003,Convertible
Peugeot,2.0,1560.0,111.0,6.0,4.0,2012,Convertible
Peugeot,2.0,1997.0,136.0,,4.0,2003,Convertible
Peugeot,,,109.0,,,2001,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2006,Convertible
Peugeot,2.0,1587.0,109.0,5.0,4.0,2005,Convertible
Peugeot,2.0,2720.0,204.0,,,2008,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,,2015,Coupe
Peugeot,2.0,2230.0,160.0,5.0,4.0,2004,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,3.0,2946.0,207.0,5.0,,2001,Coupe
Peugeot,,,204.0,,,2006,Coupe
Peugeot,2.0,1598.0,200.0,,4.0,2015,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2014,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,3.0,1294.0,102.0,5.0,4.0,1991,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,156.0,,,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2721.0,207.0,,,2006,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1598.0,156.0,,,2011,Coupe
Peugeot,2.0,1598.0,156.0,,,2013,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,3.0,1598.0,156.0,5.0,,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2000.0,106.0,4.0,4.0,1978,Coupe
Peugeot,3.0,1997.0,163.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1997.0,163.0,,,2014,Coupe
Peugeot,2.0,1598.0,156.0,,4.0,2011,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2015,Coupe
Peugeot,2.0,1598.0,120.0,,,2013,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2013,Coupe
Peugeot,3.0,1598.0,160.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,,2014,Coupe
Peugeot,2.0,1598.0,120.0,5.0,4.0,2008,Coupe
Peugeot,2.0,1997.0,163.0,6.0,,2010,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2014,Coupe
Peugeot,2.0,1598.0,156.0,,4.0,2012,Coupe
Peugeot,2.0,1998.0,137.0,,,1999,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2013,Coupe
Peugeot,5.0,1560.0,111.0,6.0,4.0,2010,Coupe
Peugeot,5.0,1397.0,95.0,5.0,4.0,2009,Coupe
Peugeot,2.0,1587.0,109.0,5.0,4.0,2004,Coupe
Peugeot,2.0,1598.0,200.0,,,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1997.0,136.0,6.0,4.0,2008,Coupe
Peugeot,2.0,1600.0,156.0,,,2013,Coupe
Peugeot,2.0,1600.0,156.0,,,2013,Coupe
Peugeot,2.0,1600.0,156.0,,,2013,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,3.0,,120.0,,,2010,Coupe
Peugeot,2.0,1997.0,163.0,,,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1997.0,163.0,,,2012,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2179.0,133.0,,,2005,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2230.0,162.0,6.0,4.0,2006,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2200.0,163.0,6.0,4.0,2008,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1997.0,136.0,,,2008,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2996.0,194.0,5.0,6.0,1999,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2014,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2200.0,163.0,6.0,4.0,2008,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1998.0,132.0,5.0,4.0,2000,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2015,Coupe
Peugeot,4.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2015,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2015,Coupe
Peugeot,2.0,2947.0,211.0,,6.0,2008,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2014,Coupe
Peugeot,2.0,2700.0,204.0,5.0,6.0,2007,Coupe
Peugeot,2.0,1598.0,271.0,6.0,,2015,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,247.0,6.0,4.0,2013,Coupe
Peugeot,2.0,1598.0,200.0,,,2011,Coupe
Peugeot,2.0,2230.0,163.0,6.0,4.0,2007,Coupe
Peugeot,2.0,2720.0,204.0,,,2006,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2013,Coupe
Peugeot,2.0,1600.0,271.0,,,2014,Coupe
Peugeot,2.0,1598.0,200.0,,,2014,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2016,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,271.0,6.0,4.0,2014,Coupe
Peugeot,2.0,2946.0,211.0,,6.0,2009,Coupe
Peugeot,2.0,2720.0,204.0,,,2007,Coupe
Peugeot,2.0,1598.0,174.0,,,2007,Coupe
Peugeot,2.0,2230.0,163.0,6.0,4.0,2006,Coupe
Peugeot,2.0,2946.0,211.0,6.0,6.0,2005,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2015,Coupe
Peugeot,2.0,1998.0,132.0,5.0,4.0,1998,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2010,Coupe
Peugeot,2.0,2992.0,241.0,6.0,6.0,2010,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2012,Coupe
Peugeot,4.0,1995.0,170.0,5.0,4.0,1992,Coupe
Peugeot,2.0,,163.0,,,2010,Coupe
Peugeot,2.0,1598.0,200.0,,,2010,Coupe
Peugeot,2.0,1598.0,200.0,,4.0,2011,Coupe
Peugeot,2.0,2720.0,204.0,,,2006,Coupe
Peugeot,2.0,1598.0,200.0,,,2014,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2012,Coupe
Peugeot,3.0,,156.0,6.0,,2010,Coupe
Peugeot,,1900.0,160.0,5.0,4.0,1990,Coupe
Peugeot,2.0,2946.0,207.0,,6.0,2000,Coupe
Peugeot,2.0,1122.0,23.0,3.0,4.0,1930,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2013,Coupe
Peugeot,5.0,1397.0,95.0,5.0,4.0,2007,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2013,Coupe
Peugeot,2.0,1997.0,163.0,,,2012,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,5.0,1560.0,111.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2006,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2012,Coupe
Peugeot,2.0,2946.0,211.0,6.0,6.0,2006,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2010,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2010,Coupe
Peugeot,2.0,1997.0,135.0,5.0,4.0,2000,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2012,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2012,Coupe
Peugeot,3.0,,105.0,,,1987,Coupe
Peugeot,2.0,,200.0,5.0,,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2013,Coupe
Peugeot,2.0,1587.0,271.0,,4.0,2014,Coupe
Peugeot,2.0,1299.0,75.0,,,1974,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2720.0,204.0,,,2008,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2013,Coupe
Peugeot,2.0,,,,,2012,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2008,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2012,Coupe
Peugeot,2.0,2721.0,207.0,,,2008,Coupe
Peugeot,2.0,2946.0,190.0,5.0,6.0,1999,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2013,Coupe
Peugeot,2.0,1598.0,156.0,6.0,,2010,Coupe
Peugeot,2.0,2720.0,204.0,,,2007,Coupe
Peugeot,2.0,1598.0,200.0,,,2011,Coupe
Peugeot,2.0,2992.0,241.0,6.0,6.0,2009,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2014,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2947.0,211.0,,6.0,2006,Coupe
Peugeot,2.0,1598.0,200.0,,,2011,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2007,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2010,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,,,163.0,6.0,,2010,Coupe
Peugeot,2.0,1998.0,132.0,5.0,4.0,1997,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,,,2014,Coupe
Peugeot,2.0,1598.0,156.0,,,2014,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1997.0,163.0,6.0,4.0,2015,Coupe
Peugeot,2.0,1997.0,163.0,,,2011,Coupe
Peugeot,2.0,1598.0,200.0,,,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2010,Coupe
Peugeot,2.0,2720.0,204.0,,,2009,Coupe
Peugeot,3.0,1905.0,147.0,5.0,4.0,1992,Coupe
Peugeot,2.0,1598.0,200.0,,,2015,Coupe
Peugeot,2.0,1598.0,156.0,,,2013,Coupe
Peugeot,2.0,1598.0,156.0,6.0,,2012,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2015,Coupe
Peugeot,3.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,,4.0,2011,Coupe
Peugeot,2.0,1598.0,156.0,6.0,4.0,2011,Coupe
Peugeot,2.0,1598.0,200.0,6.0,4.0,2013,Coupe
Peugeot,5.0,1560.0,109.0,6.0,4.0,2011,Coupe
Peugeot,2.0,2720.0,204.0,6.0,6.0,2007,Coupe
