make,doors,engine_size,power_hp,gears,cylinders,first_registration,body_type
Mercedes-Benz,5.0,1991.0,360.0,7.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,116.0,,,2019,Compact
Mercedes-Benz,5.0,2143.0,136.0,7.0,4.0,2017,Compact
Mercedes-Benz,5.0,1991.0,421.0,8.0,4.0,2020,Compact
Mercedes-Benz,5.0,1991.0,306.0,7.0,4.0,2019,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2014,Compact
Mercedes-Benz,5.0,1461.0,109.0,6.0,4.0,2017,Compact
Mercedes-Benz,5.0,1796.0,136.0,,,2014,Compact
Mercedes-Benz,5.0,2143.0,170.0,7.0,4.0,2015,Compact
Mercedes-Benz,5.0,1461.0,116.0,7.0,4.0,2021,Compact
Mercedes-Benz,2.0,3982.0,557.0,7.0,8.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,476.0,7.0,8.0,2020,Convertible
Mercedes-Benz,2.0,4973.0,320.0,,8.0,1998,Convertible
Mercedes-Benz,2.0,2925.0,340.0,9.0,6.0,2020,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2016,Convertible
Mercedes-Benz,2.0,3498.0,333.0,7.0,6.0,2015,Convertible
Mercedes-Benz,2.0,3498.0,306.0,7.0,6.0,2013,Convertible
Mercedes-Benz,2.0,2143.0,204.0,9.0,4.0,2016,Convertible
Mercedes-Benz,2.0,3982.0,557.0,7.0,8.0,2021,Convertible
Mercedes-Benz,2.0,3498.0,306.0,7.0,6.0,2011,Convertible
Mercedes-Benz,2.0,3498.0,272.0,7.0,6.0,2006,Convertible
Mercedes-Benz,2.0,6208.0,571.0,,,2012,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2008,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2008,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2013,Convertible
Mercedes-Benz,2.0,2996.0,333.0,9.0,6.0,2021,Convertible
Mercedes-Benz,2.0,3498.0,333.0,,,2015,Convertible
Mercedes-Benz,2.0,5461.0,387.0,,,2008,Convertible
Mercedes-Benz,2.0,3982.0,530.0,7.0,8.0,2021,Convertible
Mercedes-Benz,3.0,3982.0,557.0,7.0,8.0,2018,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2017,Convertible
Mercedes-Benz,3.0,3982.0,557.0,,,2018,Convertible
Mercedes-Benz,3.0,3982.0,557.0,7.0,8.0,2018,Convertible
Mercedes-Benz,2.0,5980.0,612.0,,,2006,Convertible
Mercedes-Benz,2.0,3498.0,306.0,7.0,6.0,2015,Convertible
Mercedes-Benz,2.0,3498.0,292.0,7.0,6.0,2010,Convertible
Mercedes-Benz,3.0,3982.0,522.0,7.0,8.0,2019,Convertible
Mercedes-Benz,2.0,1991.0,381.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,2143.0,163.0,7.0,4.0,2012,Convertible
Mercedes-Benz,2.0,2996.0,390.0,9.0,6.0,2019,Convertible
Mercedes-Benz,2.0,3982.0,557.0,,,2018,Convertible
Mercedes-Benz,3.0,3982.0,557.0,,8.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,510.0,,8.0,2020,Convertible
Mercedes-Benz,2.0,3982.0,476.0,,,2018,Convertible
Mercedes-Benz,2.0,3498.0,315.0,7.0,6.0,2011,Convertible
Mercedes-Benz,2.0,5981.0,612.0,,,2007,Convertible
Mercedes-Benz,2.0,3724.0,245.0,5.0,6.0,2005,Convertible
Mercedes-Benz,2.0,3498.0,333.0,,,2016,Convertible
Mercedes-Benz,2.0,3982.0,557.0,,,2022,Convertible
Mercedes-Benz,2.0,2143.0,204.0,9.0,4.0,2015,Convertible
Mercedes-Benz,2.0,5461.0,387.0,,8.0,2008,Convertible
Mercedes-Benz,2.0,2996.0,390.0,9.0,,2021,Convertible
Mercedes-Benz,2.0,,190.0,,,1993,Convertible
Mercedes-Benz,2.0,4973.0,326.0,,,1991,Convertible
Mercedes-Benz,2.0,2996.0,231.0,,,2011,Convertible
Mercedes-Benz,2.0,1991.0,184.0,6.0,4.0,2020,Convertible
Mercedes-Benz,2.0,2987.0,252.0,7.0,6.0,2013,Convertible
Mercedes-Benz,2.0,5461.0,421.0,7.0,8.0,2013,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,,2017,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,3.0,3982.0,585.0,7.0,8.0,2020,Convertible
Mercedes-Benz,2.0,3982.0,612.0,,,2020,Convertible
Mercedes-Benz,2.0,2290.0,150.0,,,1966,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2017,Convertible
Mercedes-Benz,2.0,5461.0,387.0,,,2010,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,,2008,Convertible
Mercedes-Benz,2.0,5439.0,517.0,,,2007,Convertible
Mercedes-Benz,3.0,3982.0,462.0,7.0,,2016,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2006,Convertible
Mercedes-Benz,2.0,5439.0,367.0,,,2005,Convertible
Mercedes-Benz,2.0,1991.0,245.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,2997.0,231.0,7.0,6.0,2009,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2020,Convertible
Mercedes-Benz,2.0,4663.0,435.0,7.0,,2013,Convertible
Mercedes-Benz,2.0,2996.0,390.0,9.0,6.0,2018,Convertible
Mercedes-Benz,5.0,,367.0,,,2017,Convertible
Mercedes-Benz,2.0,1595.0,156.0,6.0,4.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,510.0,9.0,8.0,2021,Convertible
Mercedes-Benz,2.0,1991.0,184.0,6.0,4.0,2020,Convertible
Mercedes-Benz,2.0,2143.0,170.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,530.0,7.0,8.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,381.0,,4.0,2022,Convertible
Mercedes-Benz,3.0,3982.0,476.0,7.0,,2019,Convertible
Mercedes-Benz,2.0,1991.0,245.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,1991.0,381.0,9.0,,2022,Convertible
Mercedes-Benz,2.0,5439.0,500.0,,,2002,Convertible
Mercedes-Benz,2.0,3982.0,476.0,,,2017,Convertible
Mercedes-Benz,2.0,3498.0,333.0,,,2015,Convertible
Mercedes-Benz,2.0,1991.0,184.0,9.0,4.0,2016,Convertible
Mercedes-Benz,2.0,1991.0,184.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,530.0,,,2022,Convertible
Mercedes-Benz,3.0,3498.0,306.0,,,2012,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,4.0,2011,Convertible
Mercedes-Benz,2.0,3982.0,510.0,9.0,,2019,Convertible
Mercedes-Benz,3.0,3982.0,585.0,,,2022,Convertible
Mercedes-Benz,2.0,2996.0,333.0,9.0,6.0,2022,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2014,Convertible
Mercedes-Benz,2.0,3000.0,190.0,,6.0,1991,Convertible
Mercedes-Benz,2.0,2925.0,330.0,,6.0,2020,Convertible
Mercedes-Benz,2.0,2987.0,231.0,7.0,6.0,2010,Convertible
Mercedes-Benz,2.0,1796.0,204.0,7.0,4.0,2015,Convertible
Mercedes-Benz,2.0,3982.0,469.0,9.0,8.0,2019,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,4.0,2019,Convertible
Mercedes-Benz,3.0,1595.0,156.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,4663.0,455.0,,8.0,2016,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2009,Convertible
Mercedes-Benz,2.0,2143.0,204.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,510.0,,8.0,2022,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,2143.0,170.0,,4.0,2018,Convertible
Mercedes-Benz,2.0,2997.0,231.0,,,2006,Convertible
Mercedes-Benz,2.0,4663.0,435.0,7.0,8.0,2012,Convertible
Mercedes-Benz,2.0,2925.0,330.0,,6.0,2021,Convertible
Mercedes-Benz,2.0,3498.0,272.0,7.0,6.0,2006,Convertible
Mercedes-Benz,2.0,1991.0,184.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,4.0,2020,Convertible
Mercedes-Benz,2.0,2925.0,330.0,,6.0,2021,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2012,Convertible
Mercedes-Benz,2.0,3498.0,315.0,7.0,6.0,2008,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,2143.0,170.0,,,2016,Convertible
Mercedes-Benz,2.0,2996.0,333.0,,,2018,Convertible
Mercedes-Benz,2.0,2996.0,333.0,9.0,6.0,2022,Convertible
Mercedes-Benz,2.0,2306.0,150.0,,,1983,Convertible
Mercedes-Benz,2.0,3982.0,612.0,9.0,8.0,2019,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2013,Convertible
Mercedes-Benz,2.0,1796.0,204.0,,,2011,Convertible
Mercedes-Benz,2.0,1796.0,204.0,7.0,4.0,2013,Convertible
Mercedes-Benz,2.0,,184.0,9.0,4.0,2019,Convertible
Mercedes-Benz,2.0,3982.0,476.0,9.0,8.0,2021,Convertible
Mercedes-Benz,2.0,2143.0,170.0,8.0,4.0,2017,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2008,Convertible
Mercedes-Benz,2.0,2996.0,367.0,,6.0,2018,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2015,Convertible
Mercedes-Benz,2.0,3982.0,476.0,7.0,,2018,Convertible
Mercedes-Benz,,5600.0,238.0,,8.0,1988,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,4.0,2009,Convertible
Mercedes-Benz,2.0,2143.0,204.0,,,2017,Convertible
Mercedes-Benz,2.0,1991.0,184.0,7.0,4.0,2016,Convertible
Mercedes-Benz,2.0,2999.0,367.0,,6.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,258.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,258.0,,4.0,2019,Convertible
Mercedes-Benz,2.0,1497.0,156.0,,,2021,Convertible
Mercedes-Benz,2.0,1991.0,211.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,2962.0,188.0,4.0,,1987,Convertible
Mercedes-Benz,2.0,2996.0,390.0,9.0,,2020,Convertible
Mercedes-Benz,3.0,2295.0,193.0,,4.0,1998,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,,2019,Convertible
Mercedes-Benz,2.0,2295.0,193.0,5.0,4.0,1999,Convertible
Mercedes-Benz,2.0,2143.0,204.0,7.0,4.0,2013,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2004,Convertible
Mercedes-Benz,2.0,1597.0,160.0,9.0,4.0,2021,Convertible
Mercedes-Benz,2.0,1796.0,204.0,7.0,4.0,2013,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2010,Convertible
Mercedes-Benz,2.0,3982.0,510.0,9.0,8.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,245.0,,,2018,Convertible
Mercedes-Benz,2.0,2987.0,265.0,7.0,6.0,2012,Convertible
Mercedes-Benz,2.0,3498.0,252.0,,,2012,Convertible
Mercedes-Benz,2.0,1991.0,197.0,,,2020,Convertible
Mercedes-Benz,2.0,1796.0,204.0,7.0,,2013,Convertible
Mercedes-Benz,2.0,1991.0,184.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2006,Convertible
Mercedes-Benz,2.0,2717.0,185.0,,0.0,1979,Convertible
Mercedes-Benz,3.0,2996.0,390.0,,,2022,Convertible
Mercedes-Benz,2.0,1595.0,156.0,6.0,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,476.0,9.0,8.0,2021,Convertible
Mercedes-Benz,2.0,1991.0,184.0,9.0,4.0,2019,Convertible
Mercedes-Benz,2.0,2966.0,390.0,,6.0,2022,Convertible
Mercedes-Benz,2.0,1595.0,156.0,,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,510.0,,8.0,2022,Convertible
Mercedes-Benz,2.0,3724.0,245.0,5.0,6.0,2006,Convertible
Mercedes-Benz,2.0,2143.0,170.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,510.0,9.0,8.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,4.0,2018,Convertible
Mercedes-Benz,2.0,1991.0,184.0,6.0,4.0,2014,Convertible
Mercedes-Benz,2.0,3982.0,510.0,7.0,,2019,Convertible
Mercedes-Benz,2.0,2143.0,170.0,,,2017,Convertible
Mercedes-Benz,2.0,4973.0,231.0,4.0,8.0,1984,Convertible
Mercedes-Benz,2.0,3982.0,585.0,9.0,,2022,Convertible
Mercedes-Benz,2.0,2999.0,435.0,,6.0,2021,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2005,Convertible
Mercedes-Benz,2.0,1991.0,184.0,7.0,4.0,2016,Convertible
Mercedes-Benz,2.0,2143.0,170.0,7.0,4.0,2012,Convertible
Mercedes-Benz,2.0,1991.0,184.0,6.0,4.0,2020,Convertible
Mercedes-Benz,2.0,3793.0,158.0,,8.0,1983,Convertible
Mercedes-Benz,2.0,1998.0,163.0,,,2003,Convertible
Mercedes-Benz,2.0,1796.0,204.0,,,2013,Convertible
Mercedes-Benz,2.0,3982.0,476.0,,,2019,Convertible
Mercedes-Benz,2.0,1796.0,204.0,,,2012,Convertible
Mercedes-Benz,2.0,1991.0,258.0,,,2020,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2021,Convertible
Mercedes-Benz,2.0,3982.0,476.0,9.0,,2019,Convertible
Mercedes-Benz,2.0,1998.0,136.0,,,2000,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2007,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2013,Convertible
Mercedes-Benz,2.0,1595.0,156.0,,4.0,2019,Convertible
Mercedes-Benz,2.0,2996.0,333.0,9.0,6.0,2021,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2022,Convertible
Mercedes-Benz,2.0,1993.0,286.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,2143.0,170.0,9.0,,2018,Convertible
Mercedes-Benz,2.0,2799.0,193.0,4.0,6.0,1995,Convertible
Mercedes-Benz,2.0,1595.0,156.0,,4.0,2019,Convertible
Mercedes-Benz,2.0,1595.0,156.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,476.0,,8.0,2019,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2014,Convertible
Mercedes-Benz,2.0,1998.0,163.0,,,2004,Convertible
Mercedes-Benz,3.0,1991.0,184.0,,4.0,2020,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,2925.0,286.0,,6.0,2020,Convertible
Mercedes-Benz,2.0,5513.0,517.0,,,2008,Convertible
Mercedes-Benz,2.0,2143.0,204.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,1991.0,184.0,6.0,4.0,2015,Convertible
Mercedes-Benz,2.0,2996.0,333.0,,6.0,2021,Convertible
Mercedes-Benz,3.0,1991.0,381.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,1950.0,245.0,,4.0,2020,Convertible
Mercedes-Benz,3.0,4996.0,296.0,,,1999,Convertible
Mercedes-Benz,2.0,1998.0,163.0,,,2003,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,,2018,Convertible
Mercedes-Benz,3.0,2717.0,177.0,,,1977,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,,2018,Convertible
Mercedes-Benz,,,105.0,4.0,,1963,Convertible
Mercedes-Benz,2.0,1595.0,156.0,,,2017,Convertible
Mercedes-Benz,2.0,4966.0,306.0,5.0,8.0,2002,Convertible
Mercedes-Benz,2.0,2295.0,193.0,,,1999,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,,2018,Convertible
Mercedes-Benz,2.0,3982.0,585.0,,8.0,2022,Convertible
Mercedes-Benz,3.0,1595.0,156.0,9.0,,2018,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2020,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,1950.0,194.0,9.0,4.0,2019,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2020,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,3982.0,476.0,,8.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,156.0,,,2021,Convertible
Mercedes-Benz,2.0,2295.0,193.0,5.0,4.0,1997,Convertible
Mercedes-Benz,2.0,2143.0,170.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,4.0,2018,Convertible
Mercedes-Benz,2.0,2932.0,179.0,,4.0,1988,Convertible
Mercedes-Benz,2.0,2960.0,190.0,5.0,6.0,1992,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,,2018,Convertible
Mercedes-Benz,2.0,1991.0,245.0,,,2017,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1991.0,197.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1796.0,163.0,6.0,4.0,2004,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,156.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1950.0,194.0,9.0,4.0,2020,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1950.0,194.0,9.0,,2020,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1998.0,163.0,,,2000,Convertible
Mercedes-Benz,2.0,1796.0,163.0,6.0,,2004,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,4.0,2019,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2020,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1991.0,197.0,9.0,4.0,2020,Convertible
Mercedes-Benz,3.0,1950.0,245.0,,4.0,2020,Convertible
Mercedes-Benz,2.0,2295.0,193.0,,,1998,Convertible
Mercedes-Benz,3.0,2143.0,170.0,,,2017,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2021,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2021,Convertible
Mercedes-Benz,2.0,1497.0,156.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1497.0,156.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,4.0,2020,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2022,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1497.0,184.0,,4.0,2021,Convertible
Mercedes-Benz,2.0,1950.0,194.0,,4.0,2018,Convertible
Mercedes-Benz,2.0,1796.0,184.0,7.0,4.0,2015,Convertible
Mercedes-Benz,2.0,1991.0,211.0,7.0,,2013,Convertible
Mercedes-Benz,2.0,2925.0,330.0,,,2020,Convertible
Mercedes-Benz,2.0,4663.0,435.0,,,2014,Convertible
Mercedes-Benz,2.0,1796.0,184.0,,,2014,Convertible
Mercedes-Benz,2.0,1497.0,184.0,9.0,4.0,2021,Convertible
Mercedes-Benz,2.0,2143.0,204.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,2746.0,185.0,4.0,6.0,1981,Convertible
Mercedes-Benz,3.0,4966.0,306.0,,8.0,1999,Convertible
Mercedes-Benz,2.0,1796.0,163.0,5.0,4.0,2005,Convertible
Mercedes-Benz,2.0,6208.0,525.0,,,2008,Convertible
Mercedes-Benz,3.0,1991.0,197.0,9.0,,2021,Convertible
Mercedes-Benz,2.0,,457.0,,,2013,Convertible
Mercedes-Benz,2.0,2143.0,163.0,7.0,4.0,2014,Convertible
Mercedes-Benz,2.0,5987.0,394.0,4.0,12.0,1994,Convertible
Mercedes-Benz,2.0,5461.0,421.0,7.0,8.0,2014,Convertible
Mercedes-Benz,2.0,3982.0,612.0,9.0,8.0,2019,Convertible
Mercedes-Benz,2.0,5461.0,387.0,,,2009,Convertible
Mercedes-Benz,2.0,3982.0,476.0,7.0,8.0,2019,Convertible
Mercedes-Benz,2.0,3498.0,272.0,,,2006,Convertible
Mercedes-Benz,2.0,1998.0,163.0,6.0,4.0,2003,Convertible
Mercedes-Benz,2.0,2748.0,,4.0,6.0,1966,Convertible
Mercedes-Benz,2.0,2996.0,368.0,9.0,6.0,2017,Convertible
Mercedes-Benz,3.0,6300.0,525.0,7.0,8.0,2009,Convertible
Mercedes-Benz,2.0,4663.0,435.0,,8.0,2013,Convertible
Mercedes-Benz,2.0,4663.0,455.0,9.0,8.0,2016,Convertible
Mercedes-Benz,2.0,2996.0,368.0,9.0,6.0,2016,Convertible
Mercedes-Benz,2.0,2996.0,367.0,,,2017,Convertible
Mercedes-Benz,2.0,2996.0,367.0,,6.0,2017,Convertible
Mercedes-Benz,2.0,6300.0,525.0,,,2009,Convertible
Mercedes-Benz,2.0,2987.0,265.0,7.0,6.0,2012,Convertible
Mercedes-Benz,2.0,1991.0,245.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,1998.0,163.0,,4.0,2001,Convertible
Mercedes-Benz,2.0,6209.0,525.0,7.0,8.0,2011,Convertible
Mercedes-Benz,2.0,4966.0,306.0,5.0,8.0,2002,Convertible
Mercedes-Benz,3.0,2996.0,367.0,,,2017,Convertible
Mercedes-Benz,2.0,5461.0,421.0,7.0,8.0,2014,Convertible
Mercedes-Benz,5.0,1598.0,136.0,7.0,4.0,2016,Convertible
Mercedes-Benz,2.0,2746.0,150.0,5.0,6.0,1985,Convertible
Mercedes-Benz,2.0,1991.0,245.0,9.0,4.0,2018,Convertible
Mercedes-Benz,3.0,3982.0,556.0,7.0,,2022,Convertible
Mercedes-Benz,2.0,,105.0,4.0,4.0,1957,Convertible
Mercedes-Benz,2.0,4663.0,455.0,,8.0,2016,Convertible
Mercedes-Benz,2.0,3498.0,315.0,7.0,6.0,2008,Convertible
Mercedes-Benz,2.0,4973.0,320.0,5.0,8.0,1995,Convertible
Mercedes-Benz,2.0,5461.0,421.0,7.0,8.0,2012,Convertible
Mercedes-Benz,2.0,19194.0,224.0,5.0,6.0,2001,Convertible
Mercedes-Benz,2.0,2143.0,204.0,,,2016,Convertible
Mercedes-Benz,2.0,2996.0,333.0,9.0,6.0,2017,Convertible
Mercedes-Benz,2.0,4973.0,306.0,,8.0,2001,Convertible
Mercedes-Benz,2.0,5987.0,394.0,,12.0,1996,Convertible
Mercedes-Benz,2.0,5513.0,517.0,5.0,12.0,2010,Convertible
Mercedes-Benz,2.0,6208.0,525.0,,,2011,Convertible
Mercedes-Benz,2.0,1796.0,184.0,6.0,4.0,2014,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2016,Convertible
Mercedes-Benz,2.0,5461.0,585.0,7.0,8.0,2016,Convertible
Mercedes-Benz,2.0,5439.0,500.0,5.0,8.0,2006,Convertible
Mercedes-Benz,2.0,4966.0,306.0,,,2000,Convertible
Mercedes-Benz,2.0,,306.0,7.0,6.0,2011,Convertible
Mercedes-Benz,2.0,5439.0,367.0,5.0,8.0,2003,Convertible
Mercedes-Benz,2.0,3498.0,315.0,7.0,6.0,2010,Convertible
Mercedes-Benz,2.0,3498.0,276.0,,,2007,Convertible
Mercedes-Benz,2.0,2996.0,367.0,9.0,6.0,2021,Convertible
Mercedes-Benz,2.0,3200.0,231.0,,6.0,1993,Convertible
Mercedes-Benz,2.0,4966.0,306.0,7.0,8.0,2004,Convertible
Mercedes-Benz,2.0,,201.0,3.0,8.0,1973,Convertible
Mercedes-Benz,2.0,3982.0,557.0,7.0,8.0,2018,Convertible
Mercedes-Benz,2.0,5461.0,585.0,7.0,8.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,557.0,7.0,8.0,2020,Convertible
Mercedes-Benz,2.0,2799.0,199.0,,6.0,1993,Convertible
Mercedes-Benz,,,,,,1983,Convertible
Mercedes-Benz,2.0,2996.0,231.0,6.0,6.0,2008,Convertible
Mercedes-Benz,2.0,3982.0,476.0,9.0,8.0,2019,Convertible
Mercedes-Benz,,,218.0,,,1981,Convertible
Mercedes-Benz,2.0,2996.0,340.0,9.0,6.0,2019,Convertible
Mercedes-Benz,2.0,,204.0,5.0,,2010,Convertible
Mercedes-Benz,2.0,2143.0,170.0,9.0,,2016,Convertible
Mercedes-Benz,2.0,2999.0,435.0,,6.0,2022,Convertible
Mercedes-Benz,2.0,2996.0,333.0,,,2018,Convertible
Mercedes-Benz,2.0,2996.0,390.0,9.0,,2019,Convertible
Mercedes-Benz,2.0,2999.0,435.0,9.0,6.0,2021,Convertible
Mercedes-Benz,2.0,1991.0,184.0,,,2018,Convertible
Mercedes-Benz,2.0,3498.0,272.0,7.0,6.0,2008,Convertible
Mercedes-Benz,2.0,5513.0,517.0,5.0,12.0,2008,Convertible
Mercedes-Benz,2.0,,184.0,,,2013,Convertible
Mercedes-Benz,2.0,2597.0,170.0,6.0,6.0,2004,Convertible
Mercedes-Benz,2.0,2295.0,197.0,,4.0,2000,Convertible
Mercedes-Benz,2.0,1796.0,163.0,,,2004,Convertible
Mercedes-Benz,2.0,2143.0,204.0,9.0,4.0,2017,Convertible
Mercedes-Benz,2.0,3982.0,470.0,9.0,8.0,2018,Convertible
Mercedes-Benz,2.0,5439.0,360.0,,,2008,Convertible
Mercedes-Benz,2.0,2932.0,179.0,1.0,6.0,1988,Convertible
Mercedes-Benz,2.0,2143.0,204.0,6.0,4.0,2011,Convertible
Mercedes-Benz,2.0,1991.0,245.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,2996.0,333.0,,6.0,2018,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2019,Convertible
Mercedes-Benz,2.0,3982.0,510.0,7.0,,2018,Convertible
Mercedes-Benz,2.0,2996.0,368.0,9.0,6.0,2016,Convertible
Mercedes-Benz,2.0,1991.0,258.0,9.0,4.0,2018,Convertible
Mercedes-Benz,2.0,3982.0,476.0,7.0,8.0,2018,Convertible
Mercedes-Benz,2.0,2143.0,170.0,6.0,4.0,2011,Convertible
Mercedes-Benz,2.0,2200.0,86.0,4.0,6.0,1952,Convertible
Mercedes-Benz,2.0,4966.0,306.0,5.0,8.0,2002,Convertible
Mercedes-Benz,2.0,2996.0,231.0,7.0,6.0,2009,Convertible
Mercedes-Benz,2.0,4966.0,306.0,7.0,8.0,2001,Convertible
